Daily Loan Principal & Interest Calculation Spreadsheet,,,,,,,,,,,,,,
BMB_Loan_Payment_1st_Payment_07_12_17.xls,,,,,13-Nov-2025,,,,,,,,,
Beginning Balance:,,$0.00 ,,,APR:,8.00%,Daily:,0.021918%,,,,,,
Beginning day of Loan,,26-Jan-2015,,,Maturity:,60 mos =,5 years,,,,,,,
First payment date,,,,,Payment:,$0.00 ,,,,,,,,
,,,,,System digit truncation:,,8 digits,,,,,,,
"Required inputs in the table are the amounts of fees and payments, input on the days they were charged or paid.  ",,,,,,,,,,,,,,
Date,Beginning Balance,Fees Chgd,Interest Rate,Interest Accrued each Day,Cumulative Interest Accrued,Payment,Fees Paid,Interest Paid,Principal Paid,Remaining Balance,Balance + Interest Due,Total Interest Paid,,
1-Jul-2016,"361,900.00",,8.00%,79.32,"23,348.36",,,0.00,0.00,"361,900.00","385,248.36",0.00,,
2-Jul-2016,"361,900.00",,8.00%,79.32,"23,427.68",,,0.00,0.00,"361,900.00","385,327.68",0.00,,
3-Jul-2016,"361,900.00",,8.00%,79.32,"23,507.00",,,0.00,0.00,"361,900.00","385,407.00",0.00,,
4-Jul-2016,"361,900.00",,8.00%,79.32,"23,586.32",,,0.00,0.00,"361,900.00","385,486.32",0.00,,
5-Jul-2016,"361,900.00",,8.00%,79.32,"23,665.64",,,0.00,0.00,"361,900.00","385,565.64",0.00,,
6-Jul-2016,"361,900.00",,8.00%,79.32,"23,744.96",,,0.00,0.00,"361,900.00","385,644.96",0.00,,
7-Jul-2016,"361,900.00",,8.00%,79.32,"23,824.28",,,0.00,0.00,"361,900.00","385,724.28",0.00,,
8-Jul-2016,"361,900.00",,8.00%,79.32,"23,903.61",,,0.00,0.00,"361,900.00","385,803.61",0.00,,
9-Jul-2016,"361,900.00",,8.00%,79.32,"23,982.93",,,0.00,0.00,"361,900.00","385,882.93",0.00,,
10-Jul-2016,"361,900.00",,8.00%,79.32,"24,062.25",,,0.00,0.00,"361,900.00","385,962.25",0.00,,
11-Jul-2016,"361,900.00",,8.00%,79.32,"24,141.57",,,0.00,0.00,"361,900.00","386,041.57",0.00,,
12-Jul-2016,"361,900.00",,8.00%,79.32,"24,220.89",,,0.00,0.00,"361,900.00","386,120.89",0.00,,
13-Jul-2016,"361,900.00",,8.00%,79.32,"24,300.21",,,0.00,0.00,"361,900.00","386,200.21",0.00,,
14-Jul-2016,"361,900.00",,8.00%,79.32,"24,379.53",,,0.00,0.00,"361,900.00","386,279.53",0.00,,
15-Jul-2016,"361,900.00",,8.00%,79.32,"24,458.85",,,0.00,0.00,"361,900.00","386,358.85",0.00,,
16-Jul-2016,"361,900.00",,8.00%,79.32,"24,538.17",,,0.00,0.00,"361,900.00","386,438.17",0.00,,
17-Jul-2016,"361,900.00",,8.00%,79.32,"24,617.49",,,0.00,0.00,"361,900.00","386,517.49",0.00,,
18-Jul-2016,"361,900.00",,8.00%,79.32,"24,696.81",,,0.00,0.00,"361,900.00","386,596.81",0.00,,
19-Jul-2016,"361,900.00",,8.00%,79.32,"24,776.13",,,0.00,0.00,"361,900.00","386,676.13",0.00,,
20-Jul-2016,"361,900.00",,8.00%,79.32,"24,855.45",,,0.00,0.00,"361,900.00","386,755.45",0.00,,
21-Jul-2016,"361,900.00",,8.00%,79.32,"24,934.77",,,0.00,0.00,"361,900.00","386,834.77",0.00,,
22-Jul-2016,"361,900.00",,8.00%,79.32,"25,014.09",,,0.00,0.00,"361,900.00","386,914.09",0.00,,
23-Jul-2016,"361,900.00",,8.00%,79.32,"25,093.41",,,0.00,0.00,"361,900.00","386,993.41",0.00,,
24-Jul-2016,"361,900.00",,8.00%,79.32,"25,172.73",,,0.00,0.00,"361,900.00","387,072.73",0.00,,
25-Jul-2016,"361,900.00",,8.00%,79.32,"25,252.05",,,0.00,0.00,"361,900.00","387,152.05",0.00,,
26-Jul-2016,"393,900.00",,8.00%,86.33,"25,338.39",,,0.00,0.00,"393,900.00","419,238.39",0.00,,
27-Jul-2016,"393,900.00",,8.00%,86.33,"25,424.72",,,0.00,0.00,"393,900.00","419,324.72",0.00,,
28-Jul-2016,"393,900.00",,8.00%,86.33,"25,511.06",,,0.00,0.00,"393,900.00","419,411.06",0.00,,
29-Jul-2016,"393,900.00",,8.00%,86.33,"25,597.39",,,0.00,0.00,"393,900.00","419,497.39",0.00,,
30-Jul-2016,"393,900.00",,8.00%,86.33,"25,683.73",,,0.00,0.00,"393,900.00","419,583.73",0.00,,
31-Jul-2016,"393,900.00",,8.00%,86.33,"25,770.06",,,0.00,0.00,"393,900.00","419,670.06",0.00,,
1-Aug-2016,"393,900.00",,8.00%,86.33,"25,856.39",,,0.00,0.00,"393,900.00","419,756.39",0.00,,
2-Aug-2016,"393,900.00",,8.00%,86.33,"25,942.73",,,0.00,0.00,"393,900.00","419,842.73",0.00,,
3-Aug-2016,"393,900.00",,8.00%,86.33,"26,029.06",,,0.00,0.00,"393,900.00","419,929.06",0.00,,
4-Aug-2016,"393,900.00",,8.00%,86.33,"26,115.40",,,0.00,0.00,"393,900.00","420,015.40",0.00,,
5-Aug-2016,"393,900.00",,8.00%,86.33,"26,201.73",,,0.00,0.00,"393,900.00","420,101.73",0.00,,
6-Aug-2016,"393,900.00",,8.00%,86.33,"26,288.07",,,0.00,0.00,"393,900.00","420,188.07",0.00,,
7-Aug-2016,"393,900.00",,8.00%,86.33,"26,374.40",,,0.00,0.00,"393,900.00","420,274.40",0.00,,
8-Aug-2016,"393,900.00",,8.00%,86.33,"26,460.73",,,0.00,0.00,"393,900.00","420,360.73",0.00,,
9-Aug-2016,"393,900.00",,8.00%,86.33,"26,547.07",,,0.00,0.00,"393,900.00","420,447.07",0.00,,
10-Aug-2016,"393,900.00",,8.00%,86.33,"26,633.40",,,0.00,0.00,"393,900.00","420,533.40",0.00,,
11-Aug-2016,"393,900.00",,8.00%,86.33,"26,719.74",,,0.00,0.00,"393,900.00","420,619.74",0.00,,
12-Aug-2016,"393,900.00",,8.00%,86.33,"26,806.07",,,0.00,0.00,"393,900.00","420,706.07",0.00,,
13-Aug-2016,"393,900.00",,8.00%,86.33,"26,892.41",,,0.00,0.00,"393,900.00","420,792.41",0.00,,
14-Aug-2016,"393,900.00",,8.00%,86.33,"26,978.74",,,0.00,0.00,"393,900.00","420,878.74",0.00,,
15-Aug-2016,"393,900.00",,8.00%,86.33,"27,065.07",,,0.00,0.00,"393,900.00","420,965.07",0.00,,
16-Aug-2016,"393,900.00",,8.00%,86.33,"27,151.41",,,0.00,0.00,"393,900.00","421,051.41",0.00,,
17-Aug-2016,"393,900.00",,8.00%,86.33,"27,237.74",,,0.00,0.00,"393,900.00","421,137.74",0.00,,
18-Aug-2016,"393,900.00",,8.00%,86.33,"27,324.08",,,0.00,0.00,"393,900.00","421,224.08",0.00,,
19-Aug-2016,"393,900.00",,8.00%,86.33,"27,410.41",,,0.00,0.00,"393,900.00","421,310.41",0.00,,
20-Aug-2016,"393,900.00",,8.00%,86.33,"27,496.75",,,0.00,0.00,"393,900.00","421,396.75",0.00,,
21-Aug-2016,"393,900.00",,8.00%,86.33,"27,583.08",,,0.00,0.00,"393,900.00","421,483.08",0.00,,
22-Aug-2016,"393,900.00",,8.00%,86.33,"27,669.41",,,0.00,0.00,"393,900.00","421,569.41",0.00,,
23-Aug-2016,"393,900.00",,8.00%,86.33,"27,755.75",,,0.00,0.00,"393,900.00","421,655.75",0.00,,
24-Aug-2016,"393,900.00",,8.00%,86.33,"27,842.08",,,0.00,0.00,"393,900.00","421,742.08",0.00,,
25-Aug-2016,"393,900.00",,8.00%,86.33,"27,928.42",,,0.00,0.00,"393,900.00","421,828.42",0.00,,
26-Aug-2016,"393,900.00",,8.00%,86.33,"28,014.75",,,0.00,0.00,"393,900.00","421,914.75",0.00,,
27-Aug-2016,"393,900.00",,8.00%,86.33,"28,101.08",,,0.00,0.00,"393,900.00","422,001.08",0.00,,
28-Aug-2016,"393,900.00",,8.00%,86.33,"28,187.42",,,0.00,0.00,"393,900.00","422,087.42",0.00,,
29-Aug-2016,"393,900.00",,8.00%,86.33,"28,273.75",,,0.00,0.00,"393,900.00","422,173.75",0.00,,
30-Aug-2016,"393,900.00",,8.00%,86.33,"28,360.09",,,0.00,0.00,"393,900.00","422,260.09",0.00,,
31-Aug-2016,"393,900.00",,8.00%,86.33,"28,446.42",,,0.00,0.00,"393,900.00","422,346.42",0.00,,
1-Sep-2016,"393,900.00",,8.00%,86.33,"28,532.76",,,0.00,0.00,"393,900.00","422,432.76",0.00,,
2-Sep-2016,"393,900.00",,8.00%,86.33,"28,619.09",,,0.00,0.00,"393,900.00","422,519.09",0.00,,
3-Sep-2016,"393,900.00",,8.00%,86.33,"28,705.42",,,0.00,0.00,"393,900.00","422,605.42",0.00,,
4-Sep-2016,"393,900.00",,8.00%,86.33,"28,791.76",,,0.00,0.00,"393,900.00","422,691.76",0.00,,
5-Sep-2016,"393,900.00",,8.00%,86.33,"28,878.09",,,0.00,0.00,"393,900.00","422,778.09",0.00,,
6-Sep-2016,"393,900.00",,8.00%,86.33,"28,964.43",,,0.00,0.00,"393,900.00","422,864.43",0.00,,
7-Sep-2016,"393,900.00",,8.00%,86.33,"29,050.76",,,0.00,0.00,"393,900.00","422,950.76",0.00,,
8-Sep-2016,"393,900.00",,8.00%,86.33,"29,137.10",,,0.00,0.00,"393,900.00","423,037.10",0.00,,
9-Sep-2016,"393,900.00",,8.00%,86.33,"29,223.43",,,0.00,0.00,"393,900.00","423,123.43",0.00,,
10-Sep-2016,"393,900.00",,8.00%,86.33,"29,309.76",,,0.00,0.00,"393,900.00","423,209.76",0.00,,
11-Sep-2016,"393,900.00",,8.00%,86.33,"29,396.10",,,0.00,0.00,"393,900.00","423,296.10",0.00,,
12-Sep-2016,"393,900.00",,8.00%,86.33,"29,482.43",,,0.00,0.00,"393,900.00","423,382.43",0.00,,
13-Sep-2016,"393,900.00",,8.00%,86.33,"29,568.77",,,0.00,0.00,"393,900.00","423,468.77",0.00,,
14-Sep-2016,"393,900.00",,8.00%,86.33,"29,655.10",,,0.00,0.00,"393,900.00","423,555.10",0.00,,
15-Sep-2016,"393,900.00",,8.00%,86.33,"29,741.44",,,0.00,0.00,"393,900.00","423,641.44",0.00,,
16-Sep-2016,"393,900.00",,8.00%,86.33,"29,827.77",,,0.00,0.00,"393,900.00","423,727.77",0.00,,
17-Sep-2016,"393,900.00",,8.00%,86.33,"29,914.10",,,0.00,0.00,"393,900.00","423,814.10",0.00,,
18-Sep-2016,"393,900.00",,8.00%,86.33,"30,000.44",,,0.00,0.00,"393,900.00","423,900.44",0.00,,
19-Sep-2016,"393,900.00",,8.00%,86.33,"30,086.77",,,0.00,0.00,"393,900.00","423,986.77",0.00,,
20-Sep-2016,"393,900.00",,8.00%,86.33,"30,173.11",,,0.00,0.00,"393,900.00","424,073.11",0.00,,
21-Sep-2016,"393,900.00",,8.00%,86.33,"30,259.44",,,0.00,0.00,"393,900.00","424,159.44",0.00,,
22-Sep-2016,"393,900.00",,8.00%,86.33,"30,345.78",,,0.00,0.00,"393,900.00","424,245.78",0.00,,
23-Sep-2016,"393,900.00",,8.00%,86.33,"30,432.11",,,0.00,0.00,"393,900.00","424,332.11",0.00,,
24-Sep-2016,"393,900.00",,8.00%,86.33,"30,518.44",,,0.00,0.00,"393,900.00","424,418.44",0.00,,
25-Sep-2016,"393,900.00",,8.00%,86.33,"30,604.78",,,0.00,0.00,"393,900.00","424,504.78",0.00,,
26-Sep-2016,"393,900.00",,8.00%,86.33,"30,691.11",,,0.00,0.00,"393,900.00","424,591.11",0.00,,
27-Sep-2016,"393,900.00",,8.00%,86.33,"30,777.45",,,0.00,0.00,"393,900.00","424,677.45",0.00,,
28-Sep-2016,"393,900.00",,8.00%,86.33,"30,863.78",,,0.00,0.00,"393,900.00","424,763.78",0.00,,
29-Sep-2016,"393,900.00",,8.00%,86.33,"30,950.12",,,0.00,0.00,"393,900.00","424,850.12",0.00,,
30-Sep-2016,"393,900.00",,8.00%,86.33,"31,036.45",,,0.00,0.00,"393,900.00","424,936.45",0.00,,
1-Oct-2016,"393,900.00",,8.00%,86.33,"31,122.78",,,0.00,0.00,"393,900.00","425,022.78",0.00,,
2-Oct-2016,"393,900.00",,8.00%,86.33,"31,209.12",,,0.00,0.00,"393,900.00","425,109.12",0.00,,
3-Oct-2016,"393,900.00",,8.00%,86.33,"31,295.45",,,0.00,0.00,"393,900.00","425,195.45",0.00,,
4-Oct-2016,"393,900.00",,8.00%,86.33,"31,381.79",,,0.00,0.00,"393,900.00","425,281.79",0.00,,
5-Oct-2016,"393,900.00",,8.00%,86.33,"31,468.12",,,0.00,0.00,"393,900.00","425,368.12",0.00,,
6-Oct-2016,"393,900.00",,8.00%,86.33,"31,554.45",,,0.00,0.00,"393,900.00","425,454.45",0.00,,
7-Oct-2016,"393,900.00",,8.00%,86.33,"31,640.79",,,0.00,0.00,"393,900.00","425,540.79",0.00,,
8-Oct-2016,"393,900.00",,8.00%,86.33,"31,727.12",,,0.00,0.00,"393,900.00","425,627.12",0.00,,
9-Oct-2016,"393,900.00",,8.00%,86.33,"31,813.46",,,0.00,0.00,"393,900.00","425,713.46",0.00,,
10-Oct-2016,"393,900.00",,8.00%,86.33,"31,899.79",,,0.00,0.00,"393,900.00","425,799.79",0.00,,
11-Oct-2016,"393,900.00",,8.00%,86.33,"31,986.13",,,0.00,0.00,"393,900.00","425,886.13",0.00,,
12-Oct-2016,"393,900.00",,8.00%,86.33,"32,072.46",,,0.00,0.00,"393,900.00","425,972.46",0.00,,
13-Oct-2016,"393,900.00",,8.00%,86.33,"32,158.79",,,0.00,0.00,"393,900.00","426,058.79",0.00,,
14-Oct-2016,"393,900.00",,8.00%,86.33,"32,245.13",,,0.00,0.00,"393,900.00","426,145.13",0.00,,
15-Oct-2016,"393,900.00",,8.00%,86.33,"32,331.46",,,0.00,0.00,"393,900.00","426,231.46",0.00,,
16-Oct-2016,"393,900.00",,8.00%,86.33,"32,417.80",,,0.00,0.00,"393,900.00","426,317.80",0.00,,
17-Oct-2016,"393,900.00",,8.00%,86.33,"32,504.13",,,0.00,0.00,"393,900.00","426,404.13",0.00,,
18-Oct-2016,"393,900.00",,8.00%,86.33,"32,590.47",,,0.00,0.00,"393,900.00","426,490.47",0.00,,
19-Oct-2016,"393,900.00",,8.00%,86.33,"32,676.80",,,0.00,0.00,"393,900.00","426,576.80",0.00,,
20-Oct-2016,"393,900.00",,8.00%,86.33,"32,763.13",,,0.00,0.00,"393,900.00","426,663.13",0.00,,
21-Oct-2016,"393,900.00",,8.00%,86.33,"32,849.47",,,0.00,0.00,"393,900.00","426,749.47",0.00,,
22-Oct-2016,"393,900.00",,8.00%,86.33,"32,935.80",,,0.00,0.00,"393,900.00","426,835.80",0.00,,
23-Oct-2016,"393,900.00",,8.00%,86.33,"33,022.14",,,0.00,0.00,"393,900.00","426,922.14",0.00,,
24-Oct-2016,"393,900.00",,8.00%,86.33,"33,108.47",,,0.00,0.00,"393,900.00","427,008.47",0.00,,
25-Oct-2016,"393,900.00",,8.00%,86.33,"33,194.81",,,0.00,0.00,"393,900.00","427,094.81",0.00,,
26-Oct-2016,"393,900.00",,8.00%,86.33,"33,281.14",,,0.00,0.00,"393,900.00","427,181.14",0.00,,
27-Oct-2016,"393,900.00",,8.00%,86.33,"33,367.47",,,0.00,0.00,"393,900.00","427,267.47",0.00,,
28-Oct-2016,"393,900.00",,8.00%,86.33,"33,453.81",,,0.00,0.00,"393,900.00","427,353.81",0.00,,
29-Oct-2016,"393,900.00",,8.00%,86.33,"33,540.14",,,0.00,0.00,"393,900.00","427,440.14",0.00,,
30-Oct-2016,"393,900.00",,8.00%,86.33,"33,626.48",,,0.00,0.00,"393,900.00","427,526.48",0.00,,
31-Oct-2016,"393,900.00",,8.00%,86.33,"33,712.81",,,0.00,0.00,"393,900.00","427,612.81",0.00,,
1-Nov-2016,"393,900.00",,8.00%,86.33,"33,799.15",,,0.00,0.00,"393,900.00","427,699.15",0.00,,
2-Nov-2016,"393,900.00",,8.00%,86.33,"33,885.48",,,0.00,0.00,"393,900.00","427,785.48",0.00,,
3-Nov-2016,"393,900.00",,8.00%,86.33,"33,971.81",,,0.00,0.00,"393,900.00","427,871.81",0.00,,
4-Nov-2016,"393,900.00",,8.00%,86.33,"34,058.15",,,0.00,0.00,"393,900.00","427,958.15",0.00,,
5-Nov-2016,"393,900.00",,8.00%,86.33,"34,144.48",,,0.00,0.00,"393,900.00","428,044.48",0.00,,
6-Nov-2016,"393,900.00",,8.00%,86.33,"34,230.82",,,0.00,0.00,"393,900.00","428,130.82",0.00,,
7-Nov-2016,"393,900.00",,8.00%,86.33,"34,317.15",,,0.00,0.00,"393,900.00","428,217.15",0.00,,
8-Nov-2016,"393,900.00",,8.00%,86.33,"34,403.48",,,0.00,0.00,"393,900.00","428,303.48",0.00,,
9-Nov-2016,"393,900.00",,8.00%,86.33,"34,489.82",,,0.00,0.00,"393,900.00","428,389.82",0.00,,
10-Nov-2016,"393,900.00",,8.00%,86.33,"34,576.15",,,0.00,0.00,"393,900.00","428,476.15",0.00,,
11-Nov-2016,"393,900.00",,8.00%,86.33,"34,662.49",,,0.00,0.00,"393,900.00","428,562.49",0.00,,
12-Nov-2016,"393,900.00",,8.00%,86.33,"34,748.82",,,0.00,0.00,"393,900.00","428,648.82",0.00,,
13-Nov-2016,"393,900.00",,8.00%,86.33,"34,835.16",,,0.00,0.00,"393,900.00","428,735.16",0.00,,
14-Nov-2016,"393,900.00",,8.00%,86.33,"34,921.49",,,0.00,0.00,"393,900.00","428,821.49",0.00,,
15-Nov-2016,"393,900.00",,8.00%,86.33,"35,007.82",,,0.00,0.00,"393,900.00","428,907.82",0.00,,
16-Nov-2016,"393,900.00",,8.00%,86.33,"35,094.16",,,0.00,0.00,"393,900.00","428,994.16",0.00,,
17-Nov-2016,"393,900.00",,8.00%,86.33,"35,180.49",,,0.00,0.00,"393,900.00","429,080.49",0.00,,
18-Nov-2016,"393,900.00",,8.00%,86.33,"35,266.83",,,0.00,0.00,"393,900.00","429,166.83",0.00,,
19-Nov-2016,"393,900.00",,8.00%,86.33,"35,353.16",,,0.00,0.00,"393,900.00","429,253.16",0.00,,
20-Nov-2016,"393,900.00",,8.00%,86.33,"35,439.50",,,0.00,0.00,"393,900.00","429,339.50",0.00,,
21-Nov-2016,"393,900.00",,8.00%,86.33,"35,525.83",,,0.00,0.00,"393,900.00","429,425.83",0.00,,
22-Nov-2016,"393,900.00",,8.00%,86.33,"35,612.16",,,0.00,0.00,"393,900.00","429,512.16",0.00,,
23-Nov-2016,"393,900.00",,8.00%,86.33,"35,698.50",,,0.00,0.00,"393,900.00","429,598.50",0.00,,
24-Nov-2016,"393,900.00",,8.00%,86.33,"35,784.83",,,0.00,0.00,"393,900.00","429,684.83",0.00,,
25-Nov-2016,"393,900.00",,8.00%,86.33,"35,871.17",,,0.00,0.00,"393,900.00","429,771.17",0.00,,
26-Nov-2016,"393,900.00",,8.00%,86.33,"35,957.50",,,0.00,0.00,"393,900.00","429,857.50",0.00,,
27-Nov-2016,"393,900.00",,8.00%,86.33,"36,043.84",,,0.00,0.00,"393,900.00","429,943.84",0.00,,
28-Nov-2016,"393,900.00",,8.00%,86.33,"36,130.17",,,0.00,0.00,"393,900.00","430,030.17",0.00,,
29-Nov-2016,"393,900.00",,8.00%,86.33,"36,216.50",,,0.00,0.00,"393,900.00","430,116.50",0.00,,
30-Nov-2016,"393,900.00",,8.00%,86.33,"36,302.84",,,0.00,0.00,"393,900.00","430,202.84",0.00,,
1-Dec-2016,"393,900.00",,8.00%,86.33,"36,389.17",,,0.00,0.00,"393,900.00","430,289.17",0.00,,
2-Dec-2016,"393,900.00",,8.00%,86.33,"36,475.51",,,0.00,0.00,"393,900.00","430,375.51",0.00,,
3-Dec-2016,"393,900.00",,8.00%,86.33,"36,561.84",,,0.00,0.00,"393,900.00","430,461.84",0.00,,
4-Dec-2016,"393,900.00",,8.00%,86.33,"36,648.18",,,0.00,0.00,"393,900.00","430,548.18",0.00,,
5-Dec-2016,"393,900.00",,8.00%,86.33,"36,734.51",,,0.00,0.00,"393,900.00","430,634.51",0.00,,
6-Dec-2016,"393,900.00",,8.00%,86.33,"36,820.84",,,0.00,0.00,"393,900.00","430,720.84",0.00,,
7-Dec-2016,"393,900.00",,8.00%,86.33,"36,907.18",,,0.00,0.00,"393,900.00","430,807.18",0.00,,
8-Dec-2016,"393,900.00",,8.00%,86.33,"36,993.51",,,0.00,0.00,"393,900.00","430,893.51",0.00,,
9-Dec-2016,"393,900.00",,8.00%,86.33,"37,079.85",,,0.00,0.00,"393,900.00","430,979.85",0.00,,
10-Dec-2016,"393,900.00",,8.00%,86.33,"37,166.18",,,0.00,0.00,"393,900.00","431,066.18",0.00,,
11-Dec-2016,"393,900.00",,8.00%,86.33,"37,252.52",,,0.00,0.00,"393,900.00","431,152.52",0.00,,
12-Dec-2016,"393,900.00",,8.00%,86.33,"37,338.85",,,0.00,0.00,"393,900.00","431,238.85",0.00,,
13-Dec-2016,"393,900.00",,8.00%,86.33,"37,425.18",,,0.00,0.00,"393,900.00","431,325.18",0.00,,
14-Dec-2016,"393,900.00",,8.00%,86.33,"37,511.52",,,0.00,0.00,"393,900.00","431,411.52",0.00,,
15-Dec-2016,"393,900.00",,8.00%,86.33,"37,597.85",,,0.00,0.00,"393,900.00","431,497.85",0.00,,
16-Dec-2016,"393,900.00",,8.00%,86.33,"37,684.19",,,0.00,0.00,"393,900.00","431,584.19",0.00,,
17-Dec-2016,"393,900.00",,8.00%,86.33,"37,770.52",,,0.00,0.00,"393,900.00","431,670.52",0.00,,
18-Dec-2016,"393,900.00",,8.00%,86.33,"37,856.85",,,0.00,0.00,"393,900.00","431,756.85",0.00,,
19-Dec-2016,"393,900.00",,8.00%,86.33,"37,943.19",,,0.00,0.00,"393,900.00","431,843.19",0.00,,
20-Dec-2016,"393,900.00",,8.00%,86.33,"38,029.52",,,0.00,0.00,"393,900.00","431,929.52",0.00,,
21-Dec-2016,"393,900.00",,8.00%,86.33,"38,115.86",,,0.00,0.00,"393,900.00","432,015.86",0.00,,
22-Dec-2016,"393,900.00",,8.00%,86.33,"38,202.19",,,0.00,0.00,"393,900.00","432,102.19",0.00,,
23-Dec-2016,"393,900.00",,8.00%,86.33,"38,288.53",,,0.00,0.00,"393,900.00","432,188.53",0.00,,
24-Dec-2016,"393,900.00",,8.00%,86.33,"38,374.86",,,0.00,0.00,"393,900.00","432,274.86",0.00,,
25-Dec-2016,"393,900.00",,8.00%,86.33,"38,461.19",,,0.00,0.00,"393,900.00","432,361.19",0.00,,
26-Dec-2016,"393,900.00",,8.00%,86.33,"38,547.53",,,0.00,0.00,"393,900.00","432,447.53",0.00,,
27-Dec-2016,"393,900.00",,8.00%,86.33,"38,633.86",,,0.00,0.00,"393,900.00","432,533.86",0.00,,
28-Dec-2016,"393,900.00",,8.00%,86.33,"38,720.20",,,0.00,0.00,"393,900.00","432,620.20",0.00,,
29-Dec-2016,"393,900.00",,8.00%,86.33,"38,806.53",,,0.00,0.00,"393,900.00","432,706.53",0.00,,
30-Dec-2016,"393,900.00",,8.00%,86.33,"38,892.87",,,0.00,0.00,"393,900.00","432,792.87",0.00,,
31-Dec-2016,"393,900.00",,8.00%,86.33,"38,979.20",,,0.00,0.00,"393,900.00","432,879.20",0.00,,
1-Jan-2017,"393,900.00",,8.00%,86.33,"39,065.53",,,0.00,0.00,"393,900.00","432,965.53",0.00,,
2-Jan-2017,"393,900.00",,8.00%,86.33,"39,151.87",,,0.00,0.00,"393,900.00","433,051.87",0.00,,
3-Jan-2017,"393,900.00",,8.00%,86.33,"39,238.20",,,0.00,0.00,"393,900.00","433,138.20",0.00,,
4-Jan-2017,"393,900.00",,8.00%,86.33,"39,324.54",,,0.00,0.00,"393,900.00","433,224.54",0.00,,
5-Jan-2017,"393,900.00",,8.00%,86.33,"39,410.87",,,0.00,0.00,"393,900.00","433,310.87",0.00,,
6-Jan-2017,"393,900.00",,8.00%,86.33,"39,497.21",,,0.00,0.00,"393,900.00","433,397.21",0.00,,
7-Jan-2017,"393,900.00",,8.00%,86.33,"39,583.54",,,0.00,0.00,"393,900.00","433,483.54",0.00,,
8-Jan-2017,"393,900.00",,8.00%,86.33,"39,669.87",,,0.00,0.00,"393,900.00","433,569.87",0.00,,
9-Jan-2017,"393,900.00",,8.00%,86.33,"39,756.21",,,0.00,0.00,"393,900.00","433,656.21",0.00,,
10-Jan-2017,"393,900.00",,8.00%,86.33,"39,842.54",,,0.00,0.00,"393,900.00","433,742.54",0.00,,
11-Jan-2017,"393,900.00",,8.00%,86.33,"39,928.88",,,0.00,0.00,"393,900.00","433,828.88",0.00,,
12-Jan-2017,"393,900.00",,8.00%,86.33,"40,015.21",,,0.00,0.00,"393,900.00","433,915.21",0.00,,
13-Jan-2017,"393,900.00",,8.00%,86.33,"40,101.55",,,0.00,0.00,"393,900.00","434,001.55",0.00,,
14-Jan-2017,"393,900.00",,8.00%,86.33,"40,187.88",,,0.00,0.00,"393,900.00","434,087.88",0.00,,
15-Jan-2017,"393,900.00",,8.00%,86.33,"40,274.21",,,0.00,0.00,"393,900.00","434,174.21",0.00,,
16-Jan-2017,"393,900.00",,8.00%,86.33,"40,360.55",,,0.00,0.00,"393,900.00","434,260.55",0.00,,
17-Jan-2017,"393,900.00",,8.00%,86.33,"40,446.88",,,0.00,0.00,"393,900.00","434,346.88",0.00,,
18-Jan-2017,"393,900.00",,8.00%,86.33,"40,533.22",,,0.00,0.00,"393,900.00","434,433.22",0.00,,
19-Jan-2017,"393,900.00",,8.00%,86.33,"40,619.55",,,0.00,0.00,"393,900.00","434,519.55",0.00,,
20-Jan-2017,"393,900.00",,8.00%,86.33,"40,705.88",,,0.00,0.00,"393,900.00","434,605.88",0.00,,
21-Jan-2017,"393,900.00",,8.00%,86.33,"40,792.22",,,0.00,0.00,"393,900.00","434,692.22",0.00,,
22-Jan-2017,"393,900.00",,8.00%,86.33,"40,878.55",,,0.00,0.00,"393,900.00","434,778.55",0.00,,
23-Jan-2017,"393,900.00",,8.00%,86.33,"40,964.89",,,0.00,0.00,"393,900.00","434,864.89",0.00,,
24-Jan-2017,"393,900.00",,8.00%,86.33,"41,051.22",,,0.00,0.00,"393,900.00","434,951.22",0.00,,
25-Jan-2017,"393,900.00",,8.00%,86.33,"41,137.56",,,0.00,0.00,"393,900.00","435,037.56",0.00,,
26-Jan-2017,"393,900.00",,8.00%,86.33,"41,223.89",,,0.00,0.00,"393,900.00","435,123.89",0.00,,
27-Jan-2017,"393,900.00",,8.00%,86.33,"41,310.22",,,0.00,0.00,"393,900.00","435,210.22",0.00,,
28-Jan-2017,"393,900.00",,8.00%,86.33,"41,396.56",,,0.00,0.00,"393,900.00","435,296.56",0.00,,
29-Jan-2017,"393,900.00",,8.00%,86.33,"41,482.89",,,0.00,0.00,"393,900.00","435,382.89",0.00,,
30-Jan-2017,"393,900.00",,8.00%,86.33,"41,569.23",,,0.00,0.00,"393,900.00","435,469.23",0.00,,
31-Jan-2017,"393,900.00",,8.00%,86.33,"41,655.56",,,0.00,0.00,"393,900.00","435,555.56",0.00,,
1-Feb-2017,"393,900.00",,8.00%,86.33,"41,741.90",,,0.00,0.00,"393,900.00","435,641.90",0.00,,
2-Feb-2017,"393,900.00",,8.00%,86.33,"41,828.23",,,0.00,0.00,"393,900.00","435,728.23",0.00,,
3-Feb-2017,"393,900.00",,8.00%,86.33,"41,914.56",,,0.00,0.00,"393,900.00","435,814.56",0.00,,
4-Feb-2017,"393,900.00",,8.00%,86.33,"42,000.90",,,0.00,0.00,"393,900.00","435,900.90",0.00,,
