Daily Loan Principal & Interest Calculation Spreadsheet,,,,,,,,,,,,,,
BMB_Loan_Payment_1st_Payment_07_12_17.xls,,,,,13-Nov-2025,,,,,,,,,
Beginning Balance:,,$0.00 ,,,APR:,8.00%,Daily:,0.021918%,,,,,,
Beginning day of Loan,,26-Jan-2015,,,Maturity:,60 mos =,5 years,,,,,,,
First payment date,,,,,Payment:,$0.00 ,,,,,,,,
,,,,,System digit truncation:,,8 digits,,,,,,,
"Required inputs in the table are the amounts of fees and payments, input on the days they were charged or paid.  ",,,,,,,,,,,,,,
Date,Beginning Balance,Fees Chgd,Interest Rate,Interest Accrued each Day,Cumulative Interest Accrued,Payment,Fees Paid,Interest Paid,Principal Paid,Remaining Balance,Balance + Interest Due,Total Interest Paid,,
5-Feb-2017,"393,900.00",,8.00%,86.33,"42,087.23",,,0.00,0.00,"393,900.00","435,987.23",0.00,,
6-Feb-2017,"393,900.00",,8.00%,86.33,"42,173.57",,,0.00,0.00,"393,900.00","436,073.57",0.00,,
7-Feb-2017,"393,900.00",,8.00%,86.33,"42,259.90",,,0.00,0.00,"393,900.00","436,159.90",0.00,,
8-Feb-2017,"393,900.00",,8.00%,86.33,"42,346.24",,,0.00,0.00,"393,900.00","436,246.24",0.00,,
9-Feb-2017,"393,900.00",,8.00%,86.33,"42,432.57",,,0.00,0.00,"393,900.00","436,332.57",0.00,,
10-Feb-2017,"393,900.00",,8.00%,86.33,"42,518.90",,,0.00,0.00,"393,900.00","436,418.90",0.00,,
11-Feb-2017,"393,900.00",,8.00%,86.33,"42,605.24",,,0.00,0.00,"393,900.00","436,505.24",0.00,,
12-Feb-2017,"393,900.00",,8.00%,86.33,"42,691.57",,,0.00,0.00,"393,900.00","436,591.57",0.00,,
13-Feb-2017,"393,900.00",,8.00%,86.33,"42,777.91",,,0.00,0.00,"393,900.00","436,677.91",0.00,,
14-Feb-2017,"393,900.00",,8.00%,86.33,"42,864.24",,,0.00,0.00,"393,900.00","436,764.24",0.00,,
15-Feb-2017,"393,900.00",,8.00%,86.33,"42,950.58",,,0.00,0.00,"393,900.00","436,850.58",0.00,,
16-Feb-2017,"393,900.00",,8.00%,86.33,"43,036.91",,,0.00,0.00,"393,900.00","436,936.91",0.00,,
17-Feb-2017,"393,900.00",,8.00%,86.33,"43,123.24",,,0.00,0.00,"393,900.00","437,023.24",0.00,,
18-Feb-2017,"393,900.00",,8.00%,86.33,"43,209.58",,,0.00,0.00,"393,900.00","437,109.58",0.00,,
19-Feb-2017,"393,900.00",,8.00%,86.33,"43,295.91",,,0.00,0.00,"393,900.00","437,195.91",0.00,,
20-Feb-2017,"393,900.00",,8.00%,86.33,"43,382.25",,,0.00,0.00,"393,900.00","437,282.25",0.00,,
21-Feb-2017,"393,900.00",,8.00%,86.33,"43,468.58",,,0.00,0.00,"393,900.00","437,368.58",0.00,,
22-Feb-2017,"393,900.00",,8.00%,86.33,"43,554.92",,,0.00,0.00,"393,900.00","437,454.92",0.00,,
23-Feb-2017,"393,900.00",,8.00%,86.33,"43,641.25",,,0.00,0.00,"393,900.00","437,541.25",0.00,,
24-Feb-2017,"393,900.00",,8.00%,86.33,"43,727.58",,,0.00,0.00,"393,900.00","437,627.58",0.00,,
25-Feb-2017,"393,900.00",,8.00%,86.33,"43,813.92",,,0.00,0.00,"393,900.00","437,713.92",0.00,,
26-Feb-2017,"393,900.00",,8.00%,86.33,"43,900.25",,,0.00,0.00,"393,900.00","437,800.25",0.00,,
27-Feb-2017,"393,900.00",,8.00%,86.33,"43,986.59",,,0.00,0.00,"393,900.00","437,886.59",0.00,,
28-Feb-2017,"393,900.00",,8.00%,86.33,"44,072.92",,,0.00,0.00,"393,900.00","437,972.92",0.00,,
1-Mar-2017,"393,900.00",,8.00%,86.33,"44,159.25",,,0.00,0.00,"393,900.00","438,059.25",0.00,,
2-Mar-2017,"393,900.00",,8.00%,86.33,"44,245.59",,,0.00,0.00,"393,900.00","438,145.59",0.00,,
3-Mar-2017,"393,900.00",,8.00%,86.33,"44,331.92",,,0.00,0.00,"393,900.00","438,231.92",0.00,,
4-Mar-2017,"393,900.00",,8.00%,86.33,"44,418.26",,,0.00,0.00,"393,900.00","438,318.26",0.00,,
5-Mar-2017,"393,900.00",,8.00%,86.33,"44,504.59",,,0.00,0.00,"393,900.00","438,404.59",0.00,,
6-Mar-2017,"393,900.00",,8.00%,86.33,"44,590.93",,,0.00,0.00,"393,900.00","438,490.93",0.00,,
7-Mar-2017,"393,900.00",,8.00%,86.33,"44,677.26",,,0.00,0.00,"393,900.00","438,577.26",0.00,,
8-Mar-2017,"393,900.00",,8.00%,86.33,"44,763.59",,,0.00,0.00,"393,900.00","438,663.59",0.00,,
9-Mar-2017,"393,900.00",,8.00%,86.33,"44,849.93",,,0.00,0.00,"393,900.00","438,749.93",0.00,,
10-Mar-2017,"393,900.00",,8.00%,86.33,"44,936.26",,,0.00,0.00,"393,900.00","438,836.26",0.00,,
11-Mar-2017,"393,900.00",,8.00%,86.33,"45,022.60",,,0.00,0.00,"393,900.00","438,922.60",0.00,,
12-Mar-2017,"393,900.00",,8.00%,86.33,"45,108.93",,,0.00,0.00,"393,900.00","439,008.93",0.00,,
13-Mar-2017,"393,900.00",,8.00%,86.33,"45,195.27",,,0.00,0.00,"393,900.00","439,095.27",0.00,,
14-Mar-2017,"393,900.00",,8.00%,86.33,"45,281.60",,,0.00,0.00,"393,900.00","439,181.60",0.00,,
15-Mar-2017,"393,900.00",,8.00%,86.33,"45,367.93",,,0.00,0.00,"393,900.00","439,267.93",0.00,,
16-Mar-2017,"393,900.00",,8.00%,86.33,"45,454.27",,,0.00,0.00,"393,900.00","439,354.27",0.00,,
17-Mar-2017,"393,900.00",,8.00%,86.33,"45,540.60",,,0.00,0.00,"393,900.00","439,440.60",0.00,,
18-Mar-2017,"393,900.00",,8.00%,86.33,"45,626.94",,,0.00,0.00,"393,900.00","439,526.94",0.00,,
19-Mar-2017,"393,900.00",,8.00%,86.33,"45,713.27",,,0.00,0.00,"393,900.00","439,613.27",0.00,,
20-Mar-2017,"393,900.00",,8.00%,86.33,"45,799.61",,,0.00,0.00,"393,900.00","439,699.61",0.00,,
21-Mar-2017,"393,900.00",,8.00%,86.33,"45,885.94",,,0.00,0.00,"393,900.00","439,785.94",0.00,,
22-Mar-2017,"393,900.00",,8.00%,86.33,"45,972.27",,,0.00,0.00,"393,900.00","439,872.27",0.00,,
23-Mar-2017,"393,900.00",,8.00%,86.33,"46,058.61",,,0.00,0.00,"393,900.00","439,958.61",0.00,,
24-Mar-2017,"393,900.00",,8.00%,86.33,"46,144.94",,,0.00,0.00,"393,900.00","440,044.94",0.00,,
25-Mar-2017,"393,900.00",,8.00%,86.33,"46,231.28",,,0.00,0.00,"393,900.00","440,131.28",0.00,,
26-Mar-2017,"393,900.00",,8.00%,86.33,"46,317.61",,,0.00,0.00,"393,900.00","440,217.61",0.00,,
27-Mar-2017,"393,900.00",,8.00%,86.33,"46,403.95",,,0.00,0.00,"393,900.00","440,303.95",0.00,,
28-Mar-2017,"393,900.00",,8.00%,86.33,"46,490.28",,,0.00,0.00,"393,900.00","440,390.28",0.00,,
29-Mar-2017,"393,900.00",,8.00%,86.33,"46,576.61",,,0.00,0.00,"393,900.00","440,476.61",0.00,,
30-Mar-2017,"393,900.00",,8.00%,86.33,"46,662.95",,,0.00,0.00,"393,900.00","440,562.95",0.00,,
31-Mar-2017,"393,900.00",,8.00%,86.33,"46,749.28",,,0.00,0.00,"393,900.00","440,649.28",0.00,,
1-Apr-2017,"393,900.00",,8.00%,86.33,"46,835.62",,,0.00,0.00,"393,900.00","440,735.62",0.00,,
2-Apr-2017,"393,900.00",,8.00%,86.33,"46,921.95",,,0.00,0.00,"393,900.00","440,821.95",0.00,,
3-Apr-2017,"393,900.00",,8.00%,86.33,"47,008.28",,,0.00,0.00,"393,900.00","440,908.28",0.00,,
4-Apr-2017,"393,900.00",,8.00%,86.33,"47,094.62",,,0.00,0.00,"393,900.00","440,994.62",0.00,,
5-Apr-2017,"393,900.00",,8.00%,86.33,"47,180.95",,,0.00,0.00,"393,900.00","441,080.95",0.00,,
6-Apr-2017,"393,900.00",,8.00%,86.33,"47,267.29",,,0.00,0.00,"393,900.00","441,167.29",0.00,,
7-Apr-2017,"393,900.00",,8.00%,86.33,"47,353.62",,,0.00,0.00,"393,900.00","441,253.62",0.00,,
8-Apr-2017,"393,900.00",,8.00%,86.33,"47,439.96",,,0.00,0.00,"393,900.00","441,339.96",0.00,,
9-Apr-2017,"393,900.00",,8.00%,86.33,"47,526.29",,,0.00,0.00,"393,900.00","441,426.29",0.00,,
10-Apr-2017,"393,900.00",,8.00%,86.33,"47,612.62",,,0.00,0.00,"393,900.00","441,512.62",0.00,,
11-Apr-2017,"393,900.00",,8.00%,86.33,"47,698.96",,,0.00,0.00,"393,900.00","441,598.96",0.00,,
12-Apr-2017,"393,900.00",,8.00%,86.33,"47,785.29",,,0.00,0.00,"393,900.00","441,685.29",0.00,,
13-Apr-2017,"393,900.00",,8.00%,86.33,"47,871.63",,,0.00,0.00,"393,900.00","441,771.63",0.00,,
14-Apr-2017,"393,900.00",,8.00%,86.33,"47,957.96",,,0.00,0.00,"393,900.00","441,857.96",0.00,,
15-Apr-2017,"393,900.00",,8.00%,86.33,"48,044.30",,,0.00,0.00,"393,900.00","441,944.30",0.00,,
16-Apr-2017,"393,900.00",,8.00%,86.33,"48,130.63",,,0.00,0.00,"393,900.00","442,030.63",0.00,,
17-Apr-2017,"393,900.00",,8.00%,86.33,"48,216.96",,,0.00,0.00,"393,900.00","442,116.96",0.00,,
18-Apr-2017,"393,900.00",,8.00%,86.33,"48,303.30",,,0.00,0.00,"393,900.00","442,203.30",0.00,,
19-Apr-2017,"393,900.00",,8.00%,86.33,"48,389.63",,,0.00,0.00,"393,900.00","442,289.63",0.00,,
20-Apr-2017,"393,900.00",,8.00%,86.33,"48,475.97",,,0.00,0.00,"393,900.00","442,375.97",0.00,,
21-Apr-2017,"393,900.00",,8.00%,86.33,"48,562.30",,,0.00,0.00,"393,900.00","442,462.30",0.00,,
22-Apr-2017,"393,900.00",,8.00%,86.33,"48,648.64",,,0.00,0.00,"393,900.00","442,548.64",0.00,,
23-Apr-2017,"393,900.00",,8.00%,86.33,"48,734.97",,,0.00,0.00,"393,900.00","442,634.97",0.00,,
24-Apr-2017,"393,900.00",,8.00%,86.33,"48,821.30",,,0.00,0.00,"393,900.00","442,721.30",0.00,,
25-Apr-2017,"393,900.00",,8.00%,86.33,"48,907.64",,,0.00,0.00,"393,900.00","442,807.64",0.00,,
26-Apr-2017,"393,900.00",,8.00%,86.33,"48,993.97",,,0.00,0.00,"393,900.00","442,893.97",0.00,,
27-Apr-2017,"393,900.00",,8.00%,86.33,"49,080.31",,,0.00,0.00,"393,900.00","442,980.31",0.00,,
28-Apr-2017,"393,900.00",,8.00%,86.33,"49,166.64",,,0.00,0.00,"393,900.00","443,066.64",0.00,,
29-Apr-2017,"393,900.00",,8.00%,86.33,"49,252.98",,,0.00,0.00,"393,900.00","443,152.98",0.00,,
30-Apr-2017,"393,900.00",,8.00%,86.33,"49,339.31",,,0.00,0.00,"393,900.00","443,239.31",0.00,,
1-May-2017,"393,900.00",,8.00%,86.33,"49,425.64",,,0.00,0.00,"393,900.00","443,325.64",0.00,,
2-May-2017,"393,900.00",,8.00%,86.33,"49,511.98",,,0.00,0.00,"393,900.00","443,411.98",0.00,,
3-May-2017,"393,900.00",,8.00%,86.33,"49,598.31",,,0.00,0.00,"393,900.00","443,498.31",0.00,,
4-May-2017,"393,900.00",,8.00%,86.33,"49,684.65",,,0.00,0.00,"393,900.00","443,584.65",0.00,,
5-May-2017,"393,900.00",,8.00%,86.33,"49,770.98",,,0.00,0.00,"393,900.00","443,670.98",0.00,,
6-May-2017,"393,900.00",,8.00%,86.33,"49,857.32",,,0.00,0.00,"393,900.00","443,757.32",0.00,,
7-May-2017,"393,900.00",,8.00%,86.33,"49,943.65",,,0.00,0.00,"393,900.00","443,843.65",0.00,,
8-May-2017,"393,900.00",,8.00%,86.33,"50,029.98",,,0.00,0.00,"393,900.00","443,929.98",0.00,,
9-May-2017,"393,900.00",,8.00%,86.33,"50,116.32",,,0.00,0.00,"393,900.00","444,016.32",0.00,,
10-May-2017,"393,900.00",,8.00%,86.33,"50,202.65",,,0.00,0.00,"393,900.00","444,102.65",0.00,,
11-May-2017,"393,900.00",,8.00%,86.33,"50,288.99",,,0.00,0.00,"393,900.00","444,188.99",0.00,,
12-May-2017,"393,900.00",,8.00%,86.33,"50,375.32",,,0.00,0.00,"393,900.00","444,275.32",0.00,,
13-May-2017,"393,900.00",,8.00%,86.33,"50,461.65",,,0.00,0.00,"393,900.00","444,361.65",0.00,,
14-May-2017,"393,900.00",,8.00%,86.33,"50,547.99",,,0.00,0.00,"393,900.00","444,447.99",0.00,,
15-May-2017,"393,900.00",,8.00%,86.33,"50,634.32",,,0.00,0.00,"393,900.00","444,534.32",0.00,,
16-May-2017,"393,900.00",,8.00%,86.33,"50,720.66",,,0.00,0.00,"393,900.00","444,620.66",0.00,,
17-May-2017,"393,900.00",,8.00%,86.33,"50,806.99",,,0.00,0.00,"393,900.00","444,706.99",0.00,,
18-May-2017,"393,900.00",,8.00%,86.33,"50,893.33",,,0.00,0.00,"393,900.00","444,793.33",0.00,,
19-May-2017,"393,900.00",,8.00%,86.33,"50,979.66",,,0.00,0.00,"393,900.00","444,879.66",0.00,,
20-May-2017,"393,900.00",,8.00%,86.33,"51,065.99",,,0.00,0.00,"393,900.00","444,965.99",0.00,,
21-May-2017,"393,900.00",,8.00%,86.33,"51,152.33",,,0.00,0.00,"393,900.00","445,052.33",0.00,,
22-May-2017,"393,900.00",,8.00%,86.33,"51,238.66",,,0.00,0.00,"393,900.00","445,138.66",0.00,,
23-May-2017,"393,900.00",,8.00%,86.33,"51,325.00",,,0.00,0.00,"393,900.00","445,225.00",0.00,,
24-May-2017,"393,900.00",,8.00%,86.33,"51,411.33",,,0.00,0.00,"393,900.00","445,311.33",0.00,,
25-May-2017,"393,900.00",,8.00%,86.33,"51,497.67",,,0.00,0.00,"393,900.00","445,397.67",0.00,,
26-May-2017,"393,900.00",,8.00%,86.33,"51,584.00",,,0.00,0.00,"393,900.00","445,484.00",0.00,,
27-May-2017,"393,900.00",,8.00%,86.33,"51,670.33",,,0.00,0.00,"393,900.00","445,570.33",0.00,,
28-May-2017,"393,900.00",,8.00%,86.33,"51,756.67",,,0.00,0.00,"393,900.00","445,656.67",0.00,,
29-May-2017,"393,900.00",,8.00%,86.33,"51,843.00",,,0.00,0.00,"393,900.00","445,743.00",0.00,,
30-May-2017,"393,900.00",,8.00%,86.33,"51,929.34",,,0.00,0.00,"393,900.00","445,829.34",0.00,,
31-May-2017,"393,900.00",,8.00%,86.33,"52,015.67",,,0.00,0.00,"393,900.00","445,915.67",0.00,,
1-Jun-2017,"393,900.00",,8.00%,86.33,"52,102.01",,,0.00,0.00,"393,900.00","446,002.01",0.00,,
2-Jun-2017,"393,900.00",,8.00%,86.33,"52,188.34",,,0.00,0.00,"393,900.00","446,088.34",0.00,,
3-Jun-2017,"393,900.00",,8.00%,86.33,"52,274.67",,,0.00,0.00,"393,900.00","446,174.67",0.00,,
4-Jun-2017,"393,900.00",,8.00%,86.33,"52,361.01",,,0.00,0.00,"393,900.00","446,261.01",0.00,,
5-Jun-2017,"393,900.00",,8.00%,86.33,"52,447.34",,,0.00,0.00,"393,900.00","446,347.34",0.00,,
6-Jun-2017,"393,900.00",,8.00%,86.33,"52,533.68",,,0.00,0.00,"393,900.00","446,433.68",0.00,,
7-Jun-2017,"393,900.00",,8.00%,86.33,"52,620.01",,,0.00,0.00,"393,900.00","446,520.01",0.00,,
8-Jun-2017,"393,900.00",,8.00%,86.33,"52,706.35",,,0.00,0.00,"393,900.00","446,606.35",0.00,,
9-Jun-2017,"393,900.00",,8.00%,86.33,"52,792.68",,,0.00,0.00,"393,900.00","446,692.68",0.00,,
10-Jun-2017,"393,900.00",,8.00%,86.33,"52,879.01",,,0.00,0.00,"393,900.00","446,779.01",0.00,,
11-Jun-2017,"393,900.00",,8.00%,86.33,"52,965.35",,,0.00,0.00,"393,900.00","446,865.35",0.00,,
12-Jun-2017,"393,900.00",,8.00%,86.33,"53,051.68",,,0.00,0.00,"393,900.00","446,951.68",0.00,,
13-Jun-2017,"393,900.00",,8.00%,86.33,"53,138.02",,,0.00,0.00,"393,900.00","447,038.02",0.00,,
14-Jun-2017,"393,900.00",,8.00%,86.33,"53,224.35",,,0.00,0.00,"393,900.00","447,124.35",0.00,,
15-Jun-2017,"393,900.00",,8.00%,86.33,"53,310.68",,,0.00,0.00,"393,900.00","447,210.68",0.00,,
16-Jun-2017,"393,900.00",,8.00%,86.33,"53,397.02",,,0.00,0.00,"393,900.00","447,297.02",0.00,,
17-Jun-2017,"393,900.00",,8.00%,86.33,"53,483.35",,,0.00,0.00,"393,900.00","447,383.35",0.00,,
18-Jun-2017,"393,900.00",,8.00%,86.33,"53,569.69",,,0.00,0.00,"393,900.00","447,469.69",0.00,,
19-Jun-2017,"393,900.00",,8.00%,86.33,"53,656.02",,,0.00,0.00,"393,900.00","447,556.02",0.00,,
20-Jun-2017,"393,900.00",,8.00%,86.33,"53,742.36",,,0.00,0.00,"393,900.00","447,642.36",0.00,,
21-Jun-2017,"393,900.00",,8.00%,86.33,"53,828.69",,,0.00,0.00,"393,900.00","447,728.69",0.00,,
22-Jun-2017,"393,900.00",,8.00%,86.33,"53,915.02",,,0.00,0.00,"393,900.00","447,815.02",0.00,,
23-Jun-2017,"393,900.00",,8.00%,86.33,"54,001.36",,,0.00,0.00,"393,900.00","447,901.36",0.00,,
24-Jun-2017,"393,900.00",,8.00%,86.33,"54,087.69",,,0.00,0.00,"393,900.00","447,987.69",0.00,,
25-Jun-2017,"393,900.00",,8.00%,86.33,"54,174.03",,,0.00,0.00,"393,900.00","448,074.03",0.00,,
26-Jun-2017,"393,900.00",,8.00%,86.33,"54,260.36",,,0.00,0.00,"393,900.00","448,160.36",0.00,,
27-Jun-2017,"393,900.00",,8.00%,86.33,"54,346.70",,,0.00,0.00,"393,900.00","448,246.70",0.00,,
28-Jun-2017,"393,900.00",,8.00%,86.33,"54,433.03",,,0.00,0.00,"393,900.00","448,333.03",0.00,,
29-Jun-2017,"393,900.00",,8.00%,86.33,"54,519.36",,,0.00,0.00,"393,900.00","448,419.36",0.00,,
30-Jun-2017,"393,900.00",,8.00%,86.33,"54,605.70",,,0.00,0.00,"393,900.00","448,505.70",0.00,,
1-Jul-2017,"393,900.00",,8.00%,86.33,"54,692.03",,,0.00,0.00,"393,900.00","448,592.03",0.00,,
2-Jul-2017,"393,900.00",,8.00%,86.33,"54,778.37",,,0.00,0.00,"393,900.00","448,678.37",0.00,,
3-Jul-2017,"393,900.00",,8.00%,86.33,"54,864.70",,,0.00,0.00,"393,900.00","448,764.70",0.00,,
4-Jul-2017,"393,900.00",,8.00%,86.33,"54,951.04",,,0.00,0.00,"393,900.00","448,851.04",0.00,,
5-Jul-2017,"393,900.00",,8.00%,86.33,"55,037.37",,,0.00,0.00,"393,900.00","448,937.37",0.00,,
6-Jul-2017,"393,900.00",,8.00%,86.33,"55,123.70",,,0.00,0.00,"393,900.00","449,023.70",0.00,,
7-Jul-2017,"393,900.00",,8.00%,86.33,"55,210.04",,,0.00,0.00,"393,900.00","449,110.04",0.00,,
8-Jul-2017,"393,900.00",,8.00%,86.33,"55,296.37",,,0.00,0.00,"393,900.00","449,196.37",0.00,,
9-Jul-2017,"393,900.00",,8.00%,86.33,"55,382.71",,,0.00,0.00,"393,900.00","449,282.71",0.00,,
10-Jul-2017,"393,900.00",,8.00%,86.33,"55,469.04",,,0.00,0.00,"393,900.00","449,369.04",0.00,,
11-Jul-2017,"393,900.00",,8.00%,86.33,"55,555.38",,,0.00,0.00,"393,900.00","449,455.38",0.00,,
12-Jul-2017,"393,900.00",,8.00%,86.33,"55,641.71",,,0.00,0.00,"393,900.00","449,541.71",0.00,,
13-Jul-2017,"393,900.00",,8.00%,86.33,"55,728.04",,,0.00,0.00,"393,900.00","449,628.04",0.00,,
14-Jul-2017,"393,900.00",,8.00%,86.33,"55,814.38",,,0.00,0.00,"393,900.00","449,714.38",0.00,,
15-Jul-2017,"393,900.00",,8.00%,86.33,"55,900.71",,,0.00,0.00,"393,900.00","449,800.71",0.00,,
16-Jul-2017,"393,900.00",,8.00%,86.33,"55,987.05",,,0.00,0.00,"393,900.00","449,887.05",0.00,,
17-Jul-2017,"393,900.00",,8.00%,86.33,"56,073.38",,,0.00,0.00,"393,900.00","449,973.38",0.00,,
18-Jul-2017,"393,900.00",,8.00%,86.33,"56,159.72",,,0.00,0.00,"393,900.00","450,059.72",0.00,,
19-Jul-2017,"393,900.00",,8.00%,86.33,"56,246.05",,,0.00,0.00,"393,900.00","450,146.05",0.00,,
20-Jul-2017,"393,900.00",,8.00%,86.33,"56,332.38",,,0.00,0.00,"393,900.00","450,232.38",0.00,,
21-Jul-2017,"393,900.00",,8.00%,86.33,"56,418.72",,,0.00,0.00,"393,900.00","450,318.72",0.00,,
22-Jul-2017,"393,900.00",,8.00%,86.33,"56,505.05",,,0.00,0.00,"393,900.00","450,405.05",0.00,,
23-Jul-2017,"393,900.00",,8.00%,86.33,"56,591.39",,,0.00,0.00,"393,900.00","450,491.39",0.00,,
24-Jul-2017,"393,900.00",,8.00%,86.33,"56,677.72",,,0.00,0.00,"393,900.00","450,577.72",0.00,,
25-Jul-2017,"393,900.00",,8.00%,86.33,"56,764.05",,,0.00,0.00,"393,900.00","450,664.05",0.00,,
26-Jul-2017,"393,900.00",,8.00%,86.33,"56,850.39",,,0.00,0.00,"393,900.00","450,750.39",0.00,,
27-Jul-2017,"393,900.00",,8.00%,86.33,"56,936.72",,,0.00,0.00,"393,900.00","450,836.72",0.00,,
28-Jul-2017,"393,900.00",,8.00%,86.33,"57,023.06",,,0.00,0.00,"393,900.00","450,923.06",0.00,,
29-Jul-2017,"393,900.00",,8.00%,86.33,"57,109.39",,,0.00,0.00,"393,900.00","451,009.39",0.00,,
30-Jul-2017,"393,900.00",,8.00%,86.33,"57,195.73",,,0.00,0.00,"393,900.00","451,095.73",0.00,,
31-Jul-2017,"393,900.00",,8.00%,86.33,"57,282.06",,,0.00,0.00,"393,900.00","451,182.06",0.00,,
1-Aug-2017,"393,900.00",,8.00%,86.33,"57,368.39",,,0.00,0.00,"393,900.00","451,268.39",0.00,,
2-Aug-2017,"393,900.00",,8.00%,86.33,"57,454.73",,,0.00,0.00,"393,900.00","451,354.73",0.00,,
3-Aug-2017,"393,900.00",,8.00%,86.33,"57,541.06",,,0.00,0.00,"393,900.00","451,441.06",0.00,,
4-Aug-2017,"393,900.00",,8.00%,86.33,"57,627.40",,,0.00,0.00,"393,900.00","451,527.40",0.00,,
5-Aug-2017,"393,900.00",,8.00%,86.33,"57,713.73",,,0.00,0.00,"393,900.00","451,613.73",0.00,,
6-Aug-2017,"393,900.00",,8.00%,86.33,"57,800.07",,,0.00,0.00,"393,900.00","451,700.07",0.00,,
7-Aug-2017,"393,900.00",,8.00%,86.33,"57,886.40",,,0.00,0.00,"393,900.00","451,786.40",0.00,,
8-Aug-2017,"393,900.00",,8.00%,86.33,"57,972.73",,,0.00,0.00,"393,900.00","451,872.73",0.00,,
9-Aug-2017,"393,900.00",,8.00%,86.33,"58,059.07",,,0.00,0.00,"393,900.00","451,959.07",0.00,,
10-Aug-2017,"393,900.00",,8.00%,86.33,"58,145.40",,,0.00,0.00,"393,900.00","452,045.40",0.00,,
11-Aug-2017,"393,900.00",,8.00%,86.33,"58,231.74",,,0.00,0.00,"393,900.00","452,131.74",0.00,,
12-Aug-2017,"393,900.00",,8.00%,86.33,"58,318.07",,,0.00,0.00,"393,900.00","452,218.07",0.00,,
13-Aug-2017,"393,900.00",,8.00%,86.33,"58,404.41",,,0.00,0.00,"393,900.00","452,304.41",0.00,,
14-Aug-2017,"393,900.00",,8.00%,86.33,"58,490.74",,,0.00,0.00,"393,900.00","452,390.74",0.00,,
15-Aug-2017,"393,900.00",,8.00%,86.33,"58,577.07",,,0.00,0.00,"393,900.00","452,477.07",0.00,,
16-Aug-2017,"393,900.00",,8.00%,86.33,"58,663.41",,,0.00,0.00,"393,900.00","452,563.41",0.00,,
17-Aug-2017,"393,900.00",,8.00%,86.33,"58,749.74",,,0.00,0.00,"393,900.00","452,649.74",0.00,,
18-Aug-2017,"393,900.00",,8.00%,86.33,"58,836.08",,,0.00,0.00,"393,900.00","452,736.08",0.00,,
19-Aug-2017,"393,900.00",,8.00%,86.33,"58,922.41",,,0.00,0.00,"393,900.00","452,822.41",0.00,,
20-Aug-2017,"393,900.00",,8.00%,86.33,"59,008.75",,,0.00,0.00,"393,900.00","452,908.75",0.00,,
21-Aug-2017,"393,900.00",,8.00%,86.33,"59,095.08",,,0.00,0.00,"393,900.00","452,995.08",0.00,,
22-Aug-2017,"393,900.00",,8.00%,86.33,"59,181.41",,,0.00,0.00,"393,900.00","453,081.41",0.00,,
23-Aug-2017,"393,900.00",,8.00%,86.33,"59,267.75",,,0.00,0.00,"393,900.00","453,167.75",0.00,,
24-Aug-2017,"393,900.00",,8.00%,86.33,"59,354.08",,,0.00,0.00,"393,900.00","453,254.08",0.00,,
25-Aug-2017,"393,900.00",,8.00%,86.33,"59,440.42",,,0.00,0.00,"393,900.00","453,340.42",0.00,,
26-Aug-2017,"393,900.00",,8.00%,86.33,"59,526.75",,,0.00,0.00,"393,900.00","453,426.75",0.00,,
27-Aug-2017,"393,900.00",,8.00%,86.33,"59,613.08",,,0.00,0.00,"393,900.00","453,513.08",0.00,,
28-Aug-2017,"393,900.00",,8.00%,86.33,"59,699.42",,,0.00,0.00,"393,900.00","453,599.42",0.00,,
29-Aug-2017,"393,900.00",,8.00%,86.33,"59,785.75",,,0.00,0.00,"393,900.00","453,685.75",0.00,,
30-Aug-2017,"393,900.00",,8.00%,86.33,"59,872.09",,,0.00,0.00,"393,900.00","453,772.09",0.00,,
31-Aug-2017,"393,900.00",,8.00%,86.33,"59,958.42",,,0.00,0.00,"393,900.00","453,858.42",0.00,,
1-Sep-2017,"393,900.00",,8.00%,86.33,"60,044.76",,,0.00,0.00,"393,900.00","453,944.76",0.00,,
2-Sep-2017,"393,900.00",,8.00%,86.33,"60,131.09",,,0.00,0.00,"393,900.00","454,031.09",0.00,,
3-Sep-2017,"393,900.00",,8.00%,86.33,"60,217.42",,,0.00,0.00,"393,900.00","454,117.42",0.00,,
4-Sep-2017,"393,900.00",,8.00%,86.33,"60,303.76",,,0.00,0.00,"393,900.00","454,203.76",0.00,,
5-Sep-2017,"393,900.00",,8.00%,86.33,"60,390.09",,,0.00,0.00,"393,900.00","454,290.09",0.00,,
6-Sep-2017,"393,900.00",,8.00%,86.33,"60,476.43",,,0.00,0.00,"393,900.00","454,376.43",0.00,,
7-Sep-2017,"393,900.00",,8.00%,86.33,"60,562.76",,,0.00,0.00,"393,900.00","454,462.76",0.00,,
8-Sep-2017,"393,900.00",,8.00%,86.33,"60,649.10",,,0.00,0.00,"393,900.00","454,549.10",0.00,,
9-Sep-2017,"393,900.00",,8.00%,86.33,"60,735.43",,,0.00,0.00,"393,900.00","454,635.43",0.00,,
10-Sep-2017,"393,900.00",,8.00%,86.33,"60,821.76",,,0.00,0.00,"393,900.00","454,721.76",0.00,,
11-Sep-2017,"393,900.00",,8.00%,86.33,"60,908.10",,,0.00,0.00,"393,900.00","454,808.10",0.00,,
12-Sep-2017,"393,900.00",,8.00%,86.33,"60,994.43",,,0.00,0.00,"393,900.00","454,894.43",0.00,,
